Cell Type;Cluster;Marker;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 1;EMP2;Keratinocyte;1;Keratinocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 1;HOPX;Keratinocyte;1;Keratinocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 1;TMEM45A;Keratinocyte;1;Keratinocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 1;FABP5;Keratinocyte;1;Keratinocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 1;TUBB2A;Keratinocyte;1;Keratinocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 1;SPINK5;Keratinocyte;1;Keratinocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;KRT14;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;KRT15;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;KRT5;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;MIR205HG;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;SYT8;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;COL17A1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;S100A2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;PERP;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;SFN;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;DST;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;AQP3;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;TACSTD2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;KRT31;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;SOX15;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;POSTN;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;HOPX;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;ALDH3A1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;KLF5;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;SERPINB2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;SERPINB5;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;FAM213A;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;CA2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;DLX2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;PMAIP1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;CXADR;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;TNFRSF18;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;C19orf33;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;SPINT2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;ATP1B3;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;CBR1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;ADRB2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;ERRFI1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;PDLIM1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;ZC3H12A;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;DNAJA1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;DNAJB1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;FBXW7;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;RND3;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;OVOL1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;CKS2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;CCL27;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;ARL4A;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;TNFRSF12A;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;GPSM2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;HSPA2;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;FGFBP1;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;KLF4;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;BAZ1A;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;MYC;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 2;HSPA1B;Keratinocyte;2;Keratinocyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;CALML3;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;KRT14;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;KRT5;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;S100A2;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;S100A14;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;MIR205HG;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;FAM132A;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;APOE;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;KRT17;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;MGST1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;SAA1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;APOC1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;S100A8;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;KRT6A;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;CHI3L1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;KRT6B;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;FXYD3;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;CSTB;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;TKT;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;RPSA;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;SLC25A6;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;APMAP;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;S100A9;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;ATP5G3;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;GJB6;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;RPS21;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;KRT15;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;SDC1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;RBP1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;SPINT2;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;S100A16;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;CXADR;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;FDPS;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;GJB2;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;C19orf48;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;KRT7;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;PMVK;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;LGALS7B;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;HMGA1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;TSTD1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;RPS4Y1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;C9orf16;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;SLC25A5;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;DAPL1;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;CYB5A;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;ACAT2;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;CHCHD10;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;LY6E;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;TMEM45A;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 3;FABP5;Keratinocyte;3;Keratinocyte-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;MT-ND5;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;ATP1B3;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;KRT14;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;ATP1A1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;MT-ND3;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;TFCP2L1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;KRT23;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;FXYD3;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;SLC25A5;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;LAMB3;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;GJB2;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;PERP;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;DEFB1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;PNLIPRP3;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;GJB6;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;MIR205HG;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;SOX9;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;CDA;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;ATP1B1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;TACSTD2;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;KRT16;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;S100A2;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;MT1X;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;CRABP2;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;SAT1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;KRT6A;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;C19orf33;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;DSP;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;KRT6B;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;PRDX5;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;MT-ND4L;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;SEMA3C;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;FAM84A;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;PDLIM4;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;DDR1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;DSG3;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;IVNS1ABP;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;HOPX;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;TPD52L1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;SPINT1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;COL17A1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;SCPEP1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;PYGB;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;SERPINB5;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;COX5A;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;CALML5;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;HOOK2;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;PLEKHA1;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;FST;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 4;CLDN4;Keratinocyte;4;Keratinocyte-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;UBE2C;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CENPF;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;HMGB2;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CDK1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;TK1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;TOP2A;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;PBK;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;PTTG1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;BIRC5;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;NUSAP1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;MKI67;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CDKN3;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;HIST1H4C;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;KIAA0101;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;ZWINT;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;STMN1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CDC20;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;PRC1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;TYMS;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CCNB2;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CENPA;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;HMGB1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CENPW;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;MAD2L1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CCNB1;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;TUBA1B;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;KRT5;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;H2AFZ;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;KRT14;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;NMU;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;CKS1B;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;S100A2;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;SMC4;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
