Cell Type;Cluster;Marker;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;FCGR2B;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;C1QA;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;SAT1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DRB5;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;C15orf48;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CPVL;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CXCL3;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DQA2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CCL3;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;COTL1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;FOLR2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;IL1R2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;C1QB;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;G0S2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CCL4;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;SELK;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;RNASE1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;DUSP2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;BIRC3;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CCR7;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;RGS2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CXCL2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CXCR4;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;LTB;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CD52;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;IL32;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;SAMSN1;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CD3D;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;TMEM66;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;SRGN;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;DUSP2;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;PTPRCAP;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;PTPRC;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CD69;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;RHOH;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CREM;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;ARHGDIB;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;DUSP4;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;ACAP1;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CD2;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CORO1A;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CYTIP;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CD37;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;BTG1;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;LCK;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;ZFP36L2;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;TRAT1;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;ALOX5AP;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;LEPROTL1;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;EZR;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CD48;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;LAPTM5;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;SELK;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;HCST;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;IL7R;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;RGCC;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CXCR6;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;ZNF331;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;RGS1;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;PTGER4;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CCR6;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;FXYD5;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;ISG20;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;YPEL5;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;STK4;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CCL5;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;COTL1;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;BIRC3;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;BATF;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;GMFG;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;SLC2A3;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;GPR183;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;DCD;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SCGB2A2;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;KRT19;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;AQP5;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;KRT18;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SCGB1B2P;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;KRT7;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;PIP;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;MUCL1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;LRRC26;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;PPP1R1B;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SCGB1D2;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;EPCAM;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;AZGP1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;CA6;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;DBI;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;CLDN10;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;KRT8;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;ZG16B;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;C2orf82;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;CLDN3;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;TPD52L1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SLC12A2;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;PDCD4;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;KCNN4;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;ROPN1B;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;MT-ND4;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;PRR4;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;MT-CO1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;MT-ATP6;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;CRISP3;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SFRP1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;ATP1B1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;LDHA;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;NDRG2;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SCGB2A1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;MT-CO2;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;TESC;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SPTSSB;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SPINT2;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;KRT15;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;NCALD;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;MT-CYB;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;FXYD3;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;ATP1A1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;CLDN4;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;PDLIM4;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SH3YL1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SPTSSA;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Secretory epithelial cell;Cluster 1;SAA1;Secretory epithelial cell;1;Secretory epithelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;DES;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;MYLK;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ACTG2;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;CSRP1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;CNN1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PCP4;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;TPM2;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;MYL9;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;MYH11;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;TAGLN;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;FLNA;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ACTA2;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;TPM1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;SMTN;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PPP1R14A;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ACTA1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ACTB;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;MYL6;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PDLIM7;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;DSTN;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;CALD1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PDLIM3;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;LMOD1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;SLMAP;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;NEXN;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;SYNM;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;RAMP1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;CKB;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;SYNPO2;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ITGA8;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;LPP;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PALLD;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;NRN1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PLN;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;KCNMB1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ACTN1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ALDH1B1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;RASL12;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;SELM;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;WDR1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;CFL2;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;KANK2;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PPP1R12B;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;MSRB3;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;TGFB1I1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;PPP1R12A;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
