Cell Type;Cluster;Marker;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;ACTC1;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;SLC25A4;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;RAP1A;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smooth muscle cell;Cluster 1;FILIP1L;Smooth muscle cell;1;Smooth muscle cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;PMEL;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;MLANA;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;TYRP1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;DCT;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;CAPN3;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;MITF;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;BCAN;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;CYB561A3;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;TRPM1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;SLC24A5;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;GPR143;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;TYR;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;RP11-93B14.5;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;QPCT;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;NSG1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;GMPR;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;PLP1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;SNCA;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;PCSK2;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;GSTP1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;RAB32;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;MFSD12;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;CD59;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;GPM6B;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;BACE2;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;ASAH1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;C4orf48;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;OSTM1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;SLCO4A1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;HMG20B;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;TBC1D16;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;GPNMB;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;CHCHD6;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;PHACTR1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;RAB38;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;FRZB;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;MCOLN3;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;SAT1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;ST3GAL4;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;CRYM;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;GPR155;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;CDC42EP3;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;STX7;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;SDCBP;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;SYNGR1;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;APOE;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;MLEC;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;EDNRB;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;TTC3;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocyte;Cluster 1;SLC25A4;Melanocyte;1;Melanocyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;GPM6B;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CRYAB;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CDH19;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PMP22;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PLP1;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;S100B;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;NRXN1;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PRNP;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PCSK2;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;GFRA3;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;MPZ;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;MATN2;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;NTM;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;MYOT;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CADM1;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;SCN7A;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PMP2;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;SMIM5;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;SCCPDH;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CD9;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;SOX2;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;ART3;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;XKR4;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CLIC4;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;MAL;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;NDRG2;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;SGCE;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;COL9A3;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CNN3;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CNP;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PPAP2A;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;HSPA12A;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PLAT;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;TUBA1A;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;VWA1;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;SPARC;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;DKK3;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;FXYD1;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;SNCA;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;TSPAN15;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;PLLP;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;AP1S2;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;ITGA6;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;RAPGEF5;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;NRN1;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;TMEM176B;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;GPR155;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;S100A4;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;RCAN1;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neural cell;Cluster 1;CYR61;Neural cell;1;Neural cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LOR;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE1C;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;CTNNBIP1;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;ASPRV1;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;SPRR2G;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE1A;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;CRCT1;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;SPRR2E;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;IL18;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;FAM25A;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE1B;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;FLG2;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE1F;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;C1orf68;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;CST6;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;PSORS1C2;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;KLK5;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;CTSV;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;IL37;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;C9orf169;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;KRT23;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE2B;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;NCCRP1;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;KPRP;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;DUSP14;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE2C;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;FLG;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE2D;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE1E;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;CDSN;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE2A;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;WFDC12;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;GLRX;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;AZGP1;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE5A;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;SBSN;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LINC00302;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;C5orf46;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE6A;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;ARG1;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;RNASE7;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;SPRR2D;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;CALML5;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;HPGD;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;SPRR2B;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;CNFN;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;LCE1D;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;KRTDAP;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;S100A7;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornified Env;Cluster 1;S100A9;Cornified Env;1;Cornified Env-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;HERPUD1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SSR4;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;CYBA;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;MZB1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SEC11C;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;FKBP11;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;XBP1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;DERL3;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;CD79A;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;IGJ;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;FCRLA;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;PRDX4;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;TMED10;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;TNFRSF17;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;ITM2C;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;CD27;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;TMEM59;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;DNAJB9;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;JSRP1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;LY9;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SPAG4;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;C19orf10;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;IGLL5;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;HSP90B1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SPCS2;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SDF2L1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SPCS1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SAT1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;ISG20;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;CYTIP;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;MCL1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;TYMP;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;PDIA6;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SRGN;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;ERLEC1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;ANKRD28;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;PELI1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;TRIB1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;TXNDC15;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;CTSS;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;EVI2B;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;CXCR4;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;DNAAF1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;ANKRD37;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;RAB30;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;SERPINB9;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;THAP2;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;CD48;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;RGS1;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B cell;Cluster 1;G0S2;B cell;1;B cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;